Ensembl Protein ID	Ensembl Transcript ID	Ensembl Gene ID	Associated Gene Name	Description
YIR013C	YIR013C	YIR013C	GAT4	"Protein containing GATA family zinc finger motifs; involved in spore wall assembly; sequence similarity to GAT3, and the double mutant gat3 gat4 exhibits reduced dityrosine fluorescence relative to the single mutants [Source:SGD;Acc:S000001452]"
YIR014W	YIR014W	YIR014W		Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole; expression directly regulated by the metabolic and meiotic transcriptional regulator Ume6p; YIR014W is a non-essential gene [Source:SGD;Acc:S000001453]
YIR015W	YIR015W	YIR015W	RPR2	"Subunit of nuclear RNase P; nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs; not shared between RNase MRP and RNase P, in contrast to all other RNase P protein subunits; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000001454]"
YIR016W	YIR016W	YIR016W		"Putative protein of unknown function; expression directly regulated by the metabolic and meiotic transcriptional regulator Ume6p; overexpression causes a cell cycle delay or arrest; non-essential gene; YIR016W has a paralog, YOL036W, that arose from the whole genome duplication [Source:SGD;Acc:S000001455]"
YIR017C	YIR017C	YIR017C	MET28	bZIP transcriptional activator in the Cbf1p-Met4p-Met28p complex; participates in the regulation of sulfur metabolism [Source:SGD;Acc:S000001456]
YIR017W-A	YIR017W-A	YIR017W-A		"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000028799]"
YIR018C-A	YIR018C-A	YIR018C-A		Putative protein of unknown function; identified by expression profiling and mass spectrometry [Source:SGD;Acc:S000028837]
YIR018W	YIR018W	YIR018W	YAP5	"Basic leucine zipper (bZIP) iron-sensing transcription factor; involved in diauxic shift; YAP5 has a paralog, YAP7, that arose from the whole genome duplication [Source:SGD;Acc:S000001457]"
YIR019C	YIR019C	YIR019C	FLO11	"GPI-anchored cell surface glycoprotein (flocculin); required for pseudohyphal formation, invasive growth, flocculation, and biofilms; transcriptionally regulated by the MAPK pathway (via Ste12p and Tec1p) and the cAMP pathway (via Flo8p); required for formation of fibrous interconnections between cells in a colony of a wild S. cerevisiae strain; a portion is cleaved and shed from cells, and free extracellular Flo11p contributes to the surface properties of cells [Source:SGD;Acc:S000001458]"
YIR020C	YIR020C	YIR020C		Protein of unknown function; mRNA identified as translated by ribosome profiling data [Source:SGD;Acc:S000001459]
YIR020C-B	YIR020C-B	YIR020C-B		"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps verified ORF MRS1 [Source:SGD;Acc:S000028800]"
YIR020W-A	YIR020W-A	YIR020W-A		"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000007241]"
YIR021W	YIR021W	YIR021W	MRS1	"Splicing protein; required for splicing of two mitochondrial group I introns (BI3 in COB and AI5beta in COX1); forms a splicing complex, containing four subunits of Mrs1p and two subunits of the BI3-encoded maturase, that binds to the BI3 RNA; MRS1 has a paralog, CCE1, that arose from the whole genome duplication [Source:SGD;Acc:S000001460]"
YIR021W-A	YIR021W-A	YIR021W-A		Putative protein of unknown function; identified by expression profiling and mass spectrometry [Source:SGD;Acc:S000028838]
YIR022W	YIR022W	YIR022W	SEC11	"18kDa catalytic subunit of the Signal Peptidase Complex (SPC); the Signal Peptidase Complex cleaves the signal sequence of proteins targeted to the endoplasmic reticulum; other members are Spc1p, Spc2p, Spc3p, and Sec11p [Source:SGD;Acc:S000001461]"
YIR023C-A	YIR023C-A	YIR023C-A		"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps ORF DAL81/YIR023W [Source:SGD;Acc:S000028801]"
YIR023W	YIR023W	YIR023W	DAL81	Positive regulator of genes in multiple nitrogen degradation pathways; contains DNA binding domain but does not appear to bind the dodecanucleotide sequence present in the promoter region of many genes involved in allantoin catabolism [Source:SGD;Acc:S000001462]
YIR024C	YIR024C	YIR024C	INA22	"F1F0 ATP synthase peripheral stalk assembly factor; subunit of the matrix-exposed inner mitochondrial membrane localized INA complex (Ina22p-Ina17p) involved in assembly of the F1F0 peripheral stalk; co-purifies with Aim43p, ATP synthase subunits, and cytochrome bc1 complex assembly factors; interacts with Arh1p, a mitochondrial oxidoreductase; deletion mutant has a respiratory growth defect [Source:SGD;Acc:S000001463]"
YIR025W	YIR025W	YIR025W	MND2	Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C); necessary for maintaining sister chromatid cohesion in prophase I of meiosis by inhibiting premature ubiquitination and subsequent degradation of substrates by the APC(Ama1) ubiquitin ligase [Source:SGD;Acc:S000001464]
YIR026C	YIR026C	YIR026C	YVH1	"Protein phosphatase; involved in vegetative growth at low temperatures, sporulation, and glycogen accumulation; mutants are defective in 60S ribosome assembly; member of the dual-specificity family of protein phosphatases [Source:SGD;Acc:S000001465]"
YIR027C	YIR027C	YIR027C	DAL1	Allantoinase; converts allantoin to allantoate in the first step of allantoin degradation; expression sensitive to nitrogen catabolite repression [Source:SGD;Acc:S000001466]
YIR028W	YIR028W	YIR028W	DAL4	"Allantoin permease; expression sensitive to nitrogen catabolite repression and induced by allophanate, an intermediate in allantoin degradation [Source:SGD;Acc:S000001467]"
YIR029W	YIR029W	YIR029W	DAL2	"Allantoicase; converts allantoate to urea and ureidoglycolate in the second step of allantoin degradation; expression sensitive to nitrogen catabolite repression and induced by allophanate, an intermediate in allantoin degradation [Source:SGD;Acc:S000001468]"
YIR030C	YIR030C	YIR030C	DCG1	Protein of unknown function; expression is sensitive to nitrogen catabolite repression and regulated by Dal80p; contains transmembrane domain [Source:SGD;Acc:S000001469]
YIR030W-A	YIR030W-A	YIR030W-A		"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps ORF DAL7/YIR031C [Source:SGD;Acc:S000028802]"
YIR031C	YIR031C	YIR031C	DAL7	"Malate synthase; can accept butyryl-CoA as acyl-CoA donor in addition to traditional substrate acetyl-CoA; recycles glyoxylate generated during allantoin degradation; expression sensitive to nitrogen catabolite repression and induced by allophanate, an intermediate in allantoin degradation [Source:SGD;Acc:S000001470]"
YIR032C	YIR032C	YIR032C	DAL3	"Ureidoglycolate lyase; converts ureidoglycolate to glyoxylate and urea in the third step of allantoin degradation; expression is sensitive to nitrogen catabolite repression; this enzyme is sometimes referred to $FIELD_ENCLOSERureidoglycolate hydrolase$FIELD_ENCLOSER but should not be confused with the Arabidopsis thaliana ureidoglycolate hydrolase enzyme which converts ureidoglycolate to glyoxylate, ammonia and carbon dioxide [Source:SGD;Acc:S000001471]"
YIR033W	YIR033W	YIR033W	MGA2	"ER membrane protein involved in regulation of OLE1 transcription; inactive ER form dimerizes and one subunit is then activated by ubiquitin/proteasome-dependent processing followed by nuclear targeting; MGA2 has a paralog, SPT23, that arose from the whole genome duplication [Source:SGD;Acc:S000001472]"
YIR034C	YIR034C	YIR034C	LYS1	"Saccharopine dehydrogenase (NAD+, L-lysine-forming); catalyzes the conversion of saccharopine to L-lysine, which is the final step in the lysine biosynthesis pathway; also has mRNA binding activity [Source:SGD;Acc:S000001473]"
YIR035C	YIR035C	YIR035C		Putative cytoplasmic short-chain dehydrogenase/reductase [Source:SGD;Acc:S000001474]
YIR036C	YIR036C	YIR036C	IRC24	Putative benzil reductase;(GFP)-fusion protein localizes to the cytoplasm and is induced by the DNA-damaging agent MMS; sequence similarity with short-chain dehydrogenase/reductases; null mutant has increased spontaneous Rad52p foci [Source:SGD;Acc:S000001475]
YIR036W-A	YIR036W-A	YIR036W-A		"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps ORF IRC24/YIR036C [Source:SGD;Acc:S000028803]"
YIR037W	YIR037W	YIR037W	HYR1	"Thiol peroxidase; functions as a hydroperoxide receptor to sense intracellular hydroperoxide levels and transduce a redox signal to the Yap1p transcription factor; HYR1 has a paralog, GPX1, that arose from the whole genome duplication [Source:SGD;Acc:S000001476]"
YIR038C	YIR038C	YIR038C	GTT1	"ER associated glutathione S-transferase capable of homodimerization; expression induced during the diauxic shift and throughout stationary phase; functional overlap with Gtt2p, Grx1p, and Grx2p [Source:SGD;Acc:S000001477]"
YIR039C	YIR039C	YIR039C	YPS6	Putative GPI-anchored aspartic protease; member of the yapsin family of proteases involved in cell wall growth and maintenance [Source:SGD;Acc:S000001478]
YIR040C	YIR040C	YIR040C		"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000001479]"
YIR041W	YIR041W	YIR041W	PAU15	Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions [Source:SGD;Acc:S000001480]
YIR042C	YIR042C	YIR042C		Putative protein of unknown function; YIR042C is a non-essential gene [Source:SGD;Acc:S000001481]
YJL001W	YJL001W	YJL001W	PRE3	Beta 1 subunit of the 20S proteasome; responsible for cleavage after acidic residues in peptides [Source:SGD;Acc:S000003538]
YJL002C	YJL002C	YJL002C	OST1	Alpha subunit of the oligosaccharyltransferase complex of the ER lumen; complex catalyzes asparagine-linked glycosylation of newly synthesized proteins [Source:SGD;Acc:S000003539]
YJL003W	YJL003W	YJL003W	COX16	Mitochondrial inner membrane protein; required for assembly of cytochrome c oxidase [Source:SGD;Acc:S000003540]
YJL004C	YJL004C	YJL004C	SYS1	Integral membrane protein of the Golgi; required for targeting of the Arf-like GTPase Arl3p to the Golgi; multicopy suppressor of ypt6 null mutation [Source:SGD;Acc:S000003541]
YJL005W	YJL005W	YJL005W	CYR1	"Adenylate cyclase; required for cAMP production and cAMP-dependent protein kinase signaling; the cAMP pathway controls a variety of cellular processes, including metabolism, cell cycle, stress response, stationary phase, and sporulation [Source:SGD;Acc:S000003542]"
YJL006C	YJL006C	YJL006C	CTK2	"Beta subunit of C-terminal domain kinase I (CTDK-I); which phosphorylates both RNA pol II subunit Rpo21p to affect transcription and pre-mRNA 3' end processing, and ribosomal protein Rps2p to increase translational fidelity; relocalizes to the cytosol in response to hypoxia [Source:SGD;Acc:S000003543]"
YJL007C	YJL007C	YJL007C		"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000003544]"
YJL008C	YJL008C	YJL008C	CCT8	"Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p, required for the assembly of actin and tubulins in vivo [Source:SGD;Acc:S000003545]"
YJL009W	YJL009W	YJL009W		"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps CCT8/YJL008C, a verified gene encoding a subunit of the cytosolic chaperonin Cct ring complex [Source:SGD;Acc:S000003546]"
YJL010C	YJL010C	YJL010C	NOP9	Essential subunit of U3-containing 90S preribosome; involved in production of 18S rRNA and assembly of small ribosomal subunit; also part of pre-40S ribosome and required for its export into cytoplasm; binds RNA and contains pumilio domain [Source:SGD;Acc:S000003547]
YJL011C	YJL011C	YJL011C	RPC17	"RNA polymerase III subunit C17; physically interacts with C31, C11, and TFIIIB70; may be involved in the recruitment of pol III by the preinitiation complex; protein abundance increases in response to DNA replication stress; relocalizes to the cytosol in response to hypoxia [Source:SGD;Acc:S000003548]"
YJL012C	YJL012C	YJL012C	VTC4	Vacuolar membrane polyphosphate polymerase; subunit of the vacuolar transporter chaperone (VTC) complex involved in synthesis and transfer of polyP to the vacuole; regulates membrane trafficking; role in non-autophagic vacuolar fusion; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000003549]
YJL013C	YJL013C	YJL013C	MAD3	"Subunit of spindle-assembly checkpoint complex; involved in delaying anaphase onset in cells with defects in mitotic spindle assembly; pseudosubstrate inhibitor of APC(Cdc20), the anaphase promoting complex involved in securin (Pds1p) turnover; MAD3 has a paralog, BUB1, that arose from the whole genome duplication [Source:SGD;Acc:S000003550]"
YJL014W	YJL014W	YJL014W	CCT3	"Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p, required for the assembly of actin and tubulins in vivo; capable of binding Q/N rich proteins and mediating their folding [Source:SGD;Acc:S000003551]"
