Ensembl Protein ID	Ensembl Transcript ID	Ensembl Gene ID	Associated Gene Name	Description
ENSRNOP00000046953	ENSRNOT00000047850	ENSRNOG00000029278	LOC102554602	60S ribosomal protein L31-like [Source:RGD Symbol;Acc:7695905]
ENSRNOP00000046964	ENSRNOT00000051473	ENSRNOG00000024376	Zfp111	zinc finger protein 111 [Source:RGD Symbol;Acc:620595]
ENSRNOP00000046974	ENSRNOT00000050676	ENSRNOG00000048117	Vom2r-ps125	"vomeronasal 2 receptor, pseudogene 125 [Source:RGD Symbol;Acc:1598295]"
ENSRNOP00000046981	ENSRNOT00000044900	ENSRNOG00000001622	Impg2	interphotoreceptor matrix proteoglycan 2 [Source:RGD Symbol;Acc:708358]
ENSRNOP00000046982	ENSRNOT00000041537	ENSRNOG00000029847	Hmgn4	high mobility group nucleosomal binding domain 4 [Source:RGD Symbol;Acc:2323648]
ENSRNOP00000046983	ENSRNOT00000045964	ENSRNOG00000007801	R3hdm2	R3H domain containing 2 [Source:RGD Symbol;Acc:1310066]
ENSRNOP00000046989	ENSRNOT00000050456	ENSRNOG00000029211	Mogat3	monoacylglycerol O-acyltransferase 3 [Source:RGD Symbol;Acc:1592588]
ENSRNOP00000046991	ENSRNOT00000042474	ENSRNOG00000000985	Cpsf4	cleavage and polyadenylation specific factor 4 [Source:RGD Symbol;Acc:620440]
ENSRNOP00000046992	ENSRNOT00000040278	ENSRNOG00000030106	RGD1564698	similar to ribosomal protein S10 [Source:RGD Symbol;Acc:1564698]
ENSRNOP00000046997	ENSRNOT00000044278	ENSRNOG00000009967	Otof	otoferlin [Source:RGD Symbol;Acc:620646]
ENSRNOP00000046998	ENSRNOT00000047037	ENSRNOG00000047803	Olr1417	olfactory receptor 1417 [Source:RGD Symbol;Acc:1333640]
ENSRNOP00000047008	ENSRNOT00000046583	ENSRNOG00000049936	Olr1615	olfactory receptor 1615 [Source:RGD Symbol;Acc:1333946]
ENSRNOP00000047010	ENSRNOT00000049614	ENSRNOG00000030217	AABR07030122.1	
ENSRNOP00000047014	ENSRNOT00000051665	ENSRNOG00000018936	Zfp780b-ps1	"zinc finger protein 780B, pseudogene 1 [Source:RGD Symbol;Acc:2321719]"
ENSRNOP00000047020	ENSRNOT00000046552	ENSRNOG00000033722	Rnf207	ring finger protein 207 [Source:RGD Symbol;Acc:1586262]
ENSRNOP00000047024	ENSRNOT00000043170	ENSRNOG00000028426	Mcf2l	MCF.2 cell line derived transforming sequence-like [Source:RGD Symbol;Acc:619782]
ENSRNOP00000047025	ENSRNOT00000042558	ENSRNOG00000033498	Cib1	calcium and integrin binding 1 (calmyrin) [Source:RGD Symbol;Acc:620133]
ENSRNOP00000047028	ENSRNOT00000042208	ENSRNOG00000031653	Ccdc58	coiled-coil domain containing 58 [Source:RGD Symbol;Acc:1564582]
ENSRNOP00000047029	ENSRNOT00000046078	ENSRNOG00000029738	Diras1	"DIRAS family, GTP-binding RAS-like 1 [Source:RGD Symbol;Acc:1310445]"
ENSRNOP00000047030	ENSRNOT00000050108	ENSRNOG00000021732	Hsf1	heat shock transcription factor 1 [Source:RGD Symbol;Acc:620913]
ENSRNOP00000047036	ENSRNOT00000046317	ENSRNOG00000048856	Olr1619	olfactory receptor 1619 [Source:RGD Symbol;Acc:1332633]
ENSRNOP00000047037	ENSRNOT00000050760	ENSRNOG00000020369	Igf2	insulin-like growth factor 2 [Source:RGD Symbol;Acc:2870]
ENSRNOP00000047044	ENSRNOT00000041151	ENSRNOG00000039744	RT1-CE4	"RT1 class I, locus CE4 [Source:RGD Symbol;Acc:1598234]"
ENSRNOP00000047049	ENSRNOT00000041926	ENSRNOG00000033543	Olr442	olfactory receptor 442 [Source:RGD Symbol;Acc:1332704]
ENSRNOP00000047052	ENSRNOT00000045110	ENSRNOG00000000620	AABR07041078.1	
ENSRNOP00000047053	ENSRNOT00000045845	ENSRNOG00000016768	Oprl1	opiate receptor-like 1 [Source:RGD Symbol;Acc:68438]
ENSRNOP00000047057	ENSRNOT00000044284	ENSRNOG00000027821	Lcn9	lipocalin 9 [Source:RGD Symbol;Acc:1306341]
ENSRNOP00000047059	ENSRNOT00000052167	ENSRNOG00000046792	Olr1456	olfactory receptor 1456 [Source:RGD Symbol;Acc:1334326]
ENSRNOP00000047062	ENSRNOT00000039966	ENSRNOG00000008720	Wbp1	WW domain binding protein 1 [Source:RGD Symbol;Acc:1304961]
ENSRNOP00000047064	ENSRNOT00000042702	ENSRNOG00000032996	Vom1r19	vomeronasal 1 receptor 19 [Source:RGD Symbol;Acc:1359134]
ENSRNOP00000047069	ENSRNOT00000044181	ENSRNOG00000047253	Olr776	olfactory receptor 776 [Source:RGD Symbol;Acc:1333335]
ENSRNOP00000047074	ENSRNOT00000050847	ENSRNOG00000045754	Olr1504	olfactory receptor 1504 [Source:RGD Symbol;Acc:1333178]
ENSRNOP00000047078	ENSRNOT00000048692	ENSRNOG00000031599	Sh2d1b	SH2 domain containing 1B [Source:RGD Symbol;Acc:1563935]
ENSRNOP00000047079	ENSRNOT00000046162	ENSRNOG00000031865	Olr788	olfactory receptor 788 [Source:RGD Symbol;Acc:1333067]
ENSRNOP00000047081	ENSRNOT00000050474	ENSRNOG00000021044	Gpatch8	G patch domain containing 8 [Source:RGD Symbol;Acc:1596463]
ENSRNOP00000047098	ENSRNOT00000043433	ENSRNOG00000016722	Xpo6	exportin 6 [Source:RGD Symbol;Acc:1311491]
ENSRNOP00000047101	ENSRNOT00000012267	ENSRNOG00000039674	Sumo2	small ubiquitin-like modifier 2 [Source:MGI Symbol;Acc:MGI:2158813]
ENSRNOP00000047103	ENSRNOT00000050984	ENSRNOG00000011637	Mbl2	mannose-binding lectin (protein C) 2 [Source:RGD Symbol;Acc:67380]
ENSRNOP00000047111	ENSRNOT00000040170	ENSRNOG00000030830	Mex3d	mex-3 RNA binding family member D [Source:RGD Symbol;Acc:1310576]
ENSRNOP00000047113	ENSRNOT00000044635	ENSRNOG00000001888	Arvcf	armadillo repeat gene deleted in velo-cardio-facial syndrome [Source:RGD Symbol;Acc:1306655]
ENSRNOP00000047116	ENSRNOT00000046311	ENSRNOG00000016973	Tmem242	transmembrane protein 242 [Source:RGD Symbol;Acc:1307262]
ENSRNOP00000047118	ENSRNOT00000051139	ENSRNOG00000004089	Enpp2	ectonucleotide pyrophosphatase/phosphodiesterase 2 [Source:RGD Symbol;Acc:69298]
ENSRNOP00000047121	ENSRNOT00000042024	ENSRNOG00000031852	Lsamp	limbic system-associated membrane protein [Source:RGD Symbol;Acc:71102]
ENSRNOP00000047124	ENSRNOT00000039874	ENSRNOG00000048840	Magea8	"melanoma antigen, family A, 8 [Source:RGD Symbol;Acc:1565778]"
ENSRNOP00000047126	ENSRNOT00000051066	ENSRNOG00000049503	LOC681180	similar to Discs large homolog 5 (Placenta and prostate DLG) (Discs large protein P-dlg) [Source:RGD Symbol;Acc:1583511]
ENSRNOP00000047134	ENSRNOT00000040808	ENSRNOG00000018184	Tpm1	"tropomyosin 1, alpha [Source:RGD Symbol;Acc:3898]"
ENSRNOP00000047137	ENSRNOT00000043016	ENSRNOG00000034227	Olr1513	olfactory receptor 1513 [Source:RGD Symbol;Acc:1332685]
ENSRNOP00000047139	ENSRNOT00000045473	ENSRNOG00000032447	Zfp641	zinc finger protein 641 [Source:RGD Symbol;Acc:1310412]
ENSRNOP00000047140	ENSRNOT00000048856	ENSRNOG00000050043	Olr1735	olfactory receptor 1735 [Source:RGD Symbol;Acc:1334001]
ENSRNOP00000047145	ENSRNOT00000050959	ENSRNOG00000047324	LOC100912388	olfactory receptor 8B8-like [Source:RGD Symbol;Acc:6487455]
ENSRNOP00000047149	ENSRNOT00000049076	ENSRNOG00000024934	Npat	"nuclear protein, ataxia-telangiectasia locus [Source:RGD Symbol;Acc:1311947]"
ENSRNOP00000047160	ENSRNOT00000044209	ENSRNOG00000030243	Lrp1b	low density lipoprotein receptor-related protein 1B [Source:RGD Symbol;Acc:1306160]
ENSRNOP00000047176	ENSRNOT00000046157	ENSRNOG00000031495	Tmem170b	transmembrane protein 170B [Source:RGD Symbol;Acc:1561506]
ENSRNOP00000047177	ENSRNOT00000045135	ENSRNOG00000032446	Recql4	RecQ helicase-like 4 [Source:RGD Symbol;Acc:1307732]
ENSRNOP00000047184	ENSRNOT00000043188	ENSRNOG00000033703	LOC689713	LRRGT00175 [Source:RGD Symbol;Acc:1588775]
ENSRNOP00000047186	ENSRNOT00000048655	ENSRNOG00000030073	Prss44	"protease, serine, 44 [Source:RGD Symbol;Acc:1560940]"
ENSRNOP00000047194	ENSRNOT00000051655	ENSRNOG00000003956	Arhgap6	Rho GTPase activating protein 6 [Source:RGD Symbol;Acc:2323364]
ENSRNOP00000047195	ENSRNOT00000046465	ENSRNOG00000042193	AABR07034729.1	
ENSRNOP00000047201	ENSRNOT00000046816	ENSRNOG00000042432	Nek11	NIMA-related kinase 11 [Source:RGD Symbol;Acc:1308801]
ENSRNOP00000047204	ENSRNOT00000042081	ENSRNOG00000030554	Olr34	olfactory receptor 34 [Source:RGD Symbol;Acc:1333763]
ENSRNOP00000047206	ENSRNOT00000042562	ENSRNOG00000031232	Nrp2	neuropilin 2 [Source:RGD Symbol;Acc:621442]
ENSRNOP00000047210	ENSRNOT00000046557	ENSRNOG00000013991	Creg2	cellular repressor of E1A-stimulated genes 2 [Source:RGD Symbol;Acc:1564056]
ENSRNOP00000047217	ENSRNOT00000052009	ENSRNOG00000011034	Tcp11x2	"t-complex 11 family, X-linked 2 [Source:RGD Symbol;Acc:1598081]"
ENSRNOP00000047223	ENSRNOT00000045063	ENSRNOG00000016398	Clstn1	calsyntenin 1 [Source:RGD Symbol;Acc:1306458]
ENSRNOP00000047234	ENSRNOT00000042215	ENSRNOG00000050572	Vom2r62	"vomeronasal 2 receptor, 62 [Source:RGD Symbol;Acc:1598200]"
ENSRNOP00000047240	ENSRNOT00000044417	ENSRNOG00000032951	Jsrp1	junctional sarcoplasmic reticulum protein 1 [Source:RGD Symbol;Acc:1596084]
ENSRNOP00000047251	ENSRNOT00000042846	ENSRNOG00000042451	Ddx59	DEAD (Asp-Glu-Ala-Asp) box polypeptide 59 [Source:RGD Symbol;Acc:1359520]
ENSRNOP00000047254	ENSRNOT00000051638	ENSRNOG00000004730	Meis2	Meis homeobox 2 [Source:RGD Symbol;Acc:1305198]
ENSRNOP00000047256	ENSRNOT00000045950	ENSRNOG00000038957	RGD1305184	similar to CDNA sequence BC023105 [Source:RGD Symbol;Acc:1305184]
ENSRNOP00000047257	ENSRNOT00000044927	ENSRNOG00000042158	Ceacam12	carcinoembryonic antigen-related cell adhesion molecule 12 [Source:RGD Symbol;Acc:1306754]
ENSRNOP00000047258	ENSRNOT00000047741	ENSRNOG00000002104	Scaf4	SR-related CTD-associated factor 4 [Source:RGD Symbol;Acc:727896]
ENSRNOP00000047260	ENSRNOT00000041134	ENSRNOG00000033505	Olr837	olfactory receptor 837 [Source:RGD Symbol;Acc:1334264]
ENSRNOP00000047264	ENSRNOT00000050232	ENSRNOG00000008178	Nxn	nucleoredoxin [Source:RGD Symbol;Acc:1310489]
ENSRNOP00000047270	ENSRNOT00000049063	ENSRNOG00000031425	LOC500846	hypothetical protein LOC500846 [Source:RGD Symbol;Acc:1560867]
ENSRNOP00000047272	ENSRNOT00000040291	ENSRNOG00000017302	Slc6a3	"solute carrier family 6 (neurotransmitter transporter), member 3 [Source:RGD Symbol;Acc:3715]"
ENSRNOP00000047275	ENSRNOT00000040742	ENSRNOG00000029068	Wdr44	WD repeat domain 44 [Source:RGD Symbol;Acc:727965]
ENSRNOP00000047278	ENSRNOT00000049574	ENSRNOG00000030689	LOC100912573	membrane-spanning 4-domains subfamily A member 6B-like [Source:RGD Symbol;Acc:6486317]
ENSRNOP00000047281	ENSRNOT00000051194	ENSRNOG00000029317	Rps27a-ps6	"ribosomal protein S27a, pseudogene 6 [Source:RGD Symbol;Acc:1588826]"
ENSRNOP00000047286	ENSRNOT00000051834	ENSRNOG00000025581	Vwa2	von Willebrand factor A domain containing 2 [Source:RGD Symbol;Acc:1562000]
ENSRNOP00000047287	ENSRNOT00000041980	ENSRNOG00000032412	Wfdc12	WAP four-disulfide core domain 12 [Source:RGD Symbol;Acc:1303229]
ENSRNOP00000047291	ENSRNOT00000047040	ENSRNOG00000046162	Olr278	olfactory receptor 278 [Source:RGD Symbol;Acc:1332675]
ENSRNOP00000047295	ENSRNOT00000052296	ENSRNOG00000031106	Cox8c	"cytochrome c oxidase, subunit VIIIc [Source:RGD Symbol;Acc:727840]"
ENSRNOP00000047300	ENSRNOT00000046251	ENSRNOG00000029185	Rasa1	RAS p21 protein activator (GTPase activating protein) 1 [Source:RGD Symbol;Acc:3537]
ENSRNOP00000047310	ENSRNOT00000045082	ENSRNOG00000002767	Dlg3	"discs, large homolog 3 (Drosophila) [Source:RGD Symbol;Acc:68423]"
ENSRNOP00000047318	ENSRNOT00000049690	ENSRNOG00000033141	AC123280.1	
ENSRNOP00000047323	ENSRNOT00000049411	ENSRNOG00000023807	Ccnyl1	cyclin Y-like 1 [Source:RGD Symbol;Acc:1310683]
ENSRNOP00000047327	ENSRNOT00000046857	ENSRNOG00000009273	LOC259245	alpha-2u globulin PGCL5 [Source:RGD Symbol;Acc:708503]
ENSRNOP00000047328	ENSRNOT00000048691	ENSRNOG00000031381	RGD1561333	similar to 60S ribosomal protein L8 [Source:RGD Symbol;Acc:1561333]
ENSRNOP00000047337	ENSRNOT00000043486	ENSRNOG00000038129	Defb52	defensin beta 52 [Source:RGD Symbol;Acc:1565394]
ENSRNOP00000047344	ENSRNOT00000048010	ENSRNOG00000048696		
ENSRNOP00000047346	ENSRNOT00000047224	ENSRNOG00000029608	Nkain2	Na+/K+ transporting ATPase interacting 2 [Source:RGD Symbol;Acc:2323702]
ENSRNOP00000047354	ENSRNOT00000048172	ENSRNOG00000020188	Trpc2	"transient receptor potential cation channel, subfamily C, member 2, pseudogene [Source:RGD Symbol;Acc:628819]"
ENSRNOP00000047355	ENSRNOT00000047694	ENSRNOG00000028826	AC128901.1	
ENSRNOP00000047360	ENSRNOT00000044628	ENSRNOG00000029841	Cdh19	"cadherin 19, type 2 [Source:RGD Symbol;Acc:1307169]"
ENSRNOP00000047361	ENSRNOT00000049394	ENSRNOG00000029462	Defal1	defensin alpha-like 1 [Source:RGD Symbol;Acc:1561398]
ENSRNOP00000047371	ENSRNOT00000046010	ENSRNOG00000033152	LOC100360679	ribosomal protein S18-like [Source:RGD Symbol;Acc:2321678]
ENSRNOP00000047375	ENSRNOT00000047605	ENSRNOG00000029106	Usp26	ubiquitin specific peptidase 26 [Source:RGD Symbol;Acc:1563443]
ENSRNOP00000047376	ENSRNOT00000040422	ENSRNOG00000014314	Slc39a4	"solute carrier family 39 (zinc transporter), member 4 [Source:RGD Symbol;Acc:1306701]"
ENSRNOP00000047378	ENSRNOT00000051362	ENSRNOG00000031092	Rock1	Rho-associated coiled-coil containing protein kinase 1 [Source:RGD Symbol;Acc:620424]
ENSRNOP00000047379	ENSRNOT00000047702	ENSRNOG00000045685	Olr613	olfactory receptor 613 [Source:RGD Symbol;Acc:1332686]
ENSRNOP00000047382	ENSRNOT00000049437	ENSRNOG00000000378	Ctnna3	"catenin (cadherin associated protein), alpha 3 [Source:RGD Symbol;Acc:1562230]"
ENSRNOP00000047384	ENSRNOT00000041373	ENSRNOG00000004696	Arhgap5	Rho GTPase activating protein 5 [Source:RGD Symbol;Acc:1308507]
ENSRNOP00000047389	ENSRNOT00000016884	ENSRNOG00000012652	RGD1565693	"similar to GLE1-like, RNA export mediator isoform 1 [Source:RGD Symbol;Acc:1565693]"
ENSRNOP00000047391	ENSRNOT00000040710	ENSRNOG00000031703	LOC100912210	40S ribosomal protein S25-like [Source:RGD Symbol;Acc:6488391]
ENSRNOP00000047392	ENSRNOT00000045600	ENSRNOG00000048331	Olr1396	olfactory receptor 1396 [Source:RGD Symbol;Acc:1333440]
ENSRNOP00000047401	ENSRNOT00000045994	ENSRNOG00000031210	Vom1r48	vomeronasal 1 receptor 48 [Source:RGD Symbol;Acc:1359590]
ENSRNOP00000047410	ENSRNOT00000043545	ENSRNOG00000001875	Smpd4	"sphingomyelin phosphodiesterase 4, neutral membrane [Source:RGD Symbol;Acc:1310674]"
ENSRNOP00000047414	ENSRNOT00000039999	ENSRNOG00000001652	Erg	v-ets avian erythroblastosis virus E26 oncogene [Source:RGD Symbol;Acc:621108]
ENSRNOP00000047416	ENSRNOT00000041878	ENSRNOG00000029370	Abhd3	abhydrolase domain containing 3 [Source:RGD Symbol;Acc:1310655]
ENSRNOP00000047428	ENSRNOT00000042234	ENSRNOG00000036777	Wfdc16	WAP four-disulfide core domain 16 [Source:RGD Symbol;Acc:1596495]
ENSRNOP00000047439	ENSRNOT00000051826	ENSRNOG00000014807	Spint5p	"serine peptidase inhibitor, Kunitz type 5 [Source:RGD Symbol;Acc:1302989]"
ENSRNOP00000047441	ENSRNOT00000041227	ENSRNOG00000015777	Mex3c	mex-3 RNA binding family member C [Source:RGD Symbol;Acc:1309023]
ENSRNOP00000047443	ENSRNOT00000046027	ENSRNOG00000045932	Olr1391	olfactory receptor 1391 [Source:RGD Symbol;Acc:1334152]
ENSRNOP00000047447	ENSRNOT00000043085	ENSRNOG00000003050	Tbc1d9b	"TBC1 domain family, member 9B (with GRAM domain) [Source:RGD Symbol;Acc:1310147]"
ENSRNOP00000047459	ENSRNOT00000049877	ENSRNOG00000020762	Zfp260	zinc finger protein 260 [Source:RGD Symbol;Acc:621205]
ENSRNOP00000047461	ENSRNOT00000044449	ENSRNOG00000033700	Wbscr22	Williams Beuren syndrome chromosome region 22 [Source:RGD Symbol;Acc:1589742]
ENSRNOP00000047464	ENSRNOT00000045458	ENSRNOG00000034283	Olr1119	olfactory receptor 1119 [Source:RGD Symbol;Acc:1333800]
ENSRNOP00000047468	ENSRNOT00000047512	ENSRNOG00000030775	Adarb2	"adenosine deaminase, RNA-specific, B2 [Source:RGD Symbol;Acc:621519]"
ENSRNOP00000047481	ENSRNOT00000040431	ENSRNOG00000048854	LOC100912488	olfactory receptor 147-like [Source:RGD Symbol;Acc:6486652]
ENSRNOP00000047497	ENSRNOT00000045068	ENSRNOG00000030568	Rgs12	regulator of G-protein signaling 12 [Source:RGD Symbol;Acc:3564]
ENSRNOP00000047498	ENSRNOT00000051634	ENSRNOG00000000774	Gabbr1	gamma-aminobutyric acid (GABA) B receptor 1 [Source:RGD Symbol;Acc:621537]
ENSRNOP00000047504	ENSRNOT00000042551	ENSRNOG00000046925	LOC100912233	PRAME family member 12-like [Source:RGD Symbol;Acc:6487887]
ENSRNOP00000047505	ENSRNOT00000041205	ENSRNOG00000020338	Lgals4	"lectin, galactoside-binding, soluble, 4 [Source:RGD Symbol;Acc:3003]"
ENSRNOP00000047506	ENSRNOT00000044625	ENSRNOG00000031760	Fmn1	formin 1 [Source:RGD Symbol;Acc:1306349]
ENSRNOP00000047508	ENSRNOT00000044486	ENSRNOG00000012514	Abhd17b	abhydrolase domain containing 17B [Source:RGD Symbol;Acc:1305246]
ENSRNOP00000047509	ENSRNOT00000042086	ENSRNOG00000022742	Zfp954	zinc finger protein 954 [Source:RGD Symbol;Acc:1561308]
ENSRNOP00000047511	ENSRNOT00000051772	ENSRNOG00000033115	AABR07034641.1	
ENSRNOP00000047513	ENSRNOT00000052265	ENSRNOG00000028883	Rpl37a	ribosomal protein L37a [Source:RGD Symbol;Acc:2319947]
ENSRNOP00000047516	ENSRNOT00000044825	ENSRNOG00000048014	Fpr-rs6	"formyl peptide receptor, related sequence 6 [Source:RGD Symbol;Acc:1582880]"
ENSRNOP00000047519	ENSRNOT00000040258	ENSRNOG00000047015	Olr303	olfactory receptor 303 [Source:RGD Symbol;Acc:1333730]
ENSRNOP00000047529	ENSRNOT00000048256	ENSRNOG00000049881	LOC100912293	uncharacterized LOC100912293 [Source:RGD Symbol;Acc:6487593]
ENSRNOP00000047532	ENSRNOT00000051027	ENSRNOG00000029756	P2ry13	"purinergic receptor P2Y, G-protein coupled, 13 [Source:RGD Symbol;Acc:1302941]"
ENSRNOP00000047534	ENSRNOT00000050367	ENSRNOG00000028423	Otop1	otopetrin 1 [Source:RGD Symbol;Acc:631389]
ENSRNOP00000047535	ENSRNOT00000048027	ENSRNOG00000033923	Aox2	aldehyde oxidase 2 [Source:RGD Symbol;Acc:1359668]
ENSRNOP00000047537	ENSRNOT00000047128	ENSRNOG00000029935	LOC102551035	serine/arginine repetitive matrix protein 4-like [Source:RGD Symbol;Acc:7626838]
ENSRNOP00000047549	ENSRNOT00000040981	ENSRNOG00000029238	Hgh1	HGH1 homolog [Source:RGD Symbol;Acc:1359226]
ENSRNOP00000047552	ENSRNOT00000051890	ENSRNOG00000038721	AABR07067274.1	
ENSRNOP00000047562	ENSRNOT00000040034	ENSRNOG00000013781	Kcnq5	"potassium channel, voltage-gated KQT-like subfamily Q, member 5 [Source:RGD Symbol;Acc:628848]"
ENSRNOP00000047573	ENSRNOT00000042291	ENSRNOG00000008747	Plekha5	"pleckstrin homology domain containing, family A member 5 [Source:RGD Symbol;Acc:621175]"
ENSRNOP00000047579	ENSRNOT00000045545	ENSRNOG00000031138	Irgm	"immunity-related GTPase family, M [Source:RGD Symbol;Acc:1305163]"
ENSRNOP00000047580	ENSRNOT00000040440	ENSRNOG00000004083	Zc3h14	zinc finger CCCH type containing 14 [Source:RGD Symbol;Acc:621850]
ENSRNOP00000047584	ENSRNOT00000043714	ENSRNOG00000004076	Pms1	postmeiotic segregation increased 1 (S. cerevisiae) [Source:RGD Symbol;Acc:1359511]
ENSRNOP00000047586	ENSRNOT00000044574	ENSRNOG00000034174	Bpifb4	"BPI fold containing family B, member 4 [Source:RGD Symbol;Acc:1561174]"
ENSRNOP00000047588	ENSRNOT00000041334	ENSRNOG00000033449	LOC499573	LRRGT00056 [Source:RGD Symbol;Acc:1566022]
ENSRNOP00000047591	ENSRNOT00000047291	ENSRNOG00000016069	Cd3e	"CD3 molecule, epsilon [Source:RGD Symbol;Acc:1309222]"
ENSRNOP00000047595	ENSRNOT00000044960	ENSRNOG00000049855	LOC102554637	anionic trypsin-2-like [Source:RGD Symbol;Acc:7618053]
ENSRNOP00000047596	ENSRNOT00000041273	ENSRNOG00000033559	LOC679794	"similar to Cytochrome c, somatic [Source:RGD Symbol;Acc:1584748]"
ENSRNOP00000047597	ENSRNOT00000049903	ENSRNOG00000047602	Olr260	olfactory receptor 260 [Source:RGD Symbol;Acc:1333174]
ENSRNOP00000047602	ENSRNOT00000049208	ENSRNOG00000052999	LOC501467	similar to spermatogenesis associated glutamate (E)-rich protein 4d [Source:RGD Symbol;Acc:1587222]
ENSRNOP00000047609	ENSRNOT00000050764	ENSRNOG00000012729	Mfsd8	major facilitator superfamily domain containing 8 [Source:RGD Symbol;Acc:1310132]
ENSRNOP00000047613	ENSRNOT00000046025	ENSRNOG00000031211	Acsm5	acyl-CoA synthetase medium-chain family member 5 [Source:RGD Symbol;Acc:1309578]
ENSRNOP00000047625	ENSRNOT00000051939	ENSRNOG00000029029	Cxadrl1	coxsackie virus and adenovirus receptor-like 1 [Source:RGD Symbol;Acc:735201]
ENSRNOP00000047630	ENSRNOT00000046595	ENSRNOG00000007680	Fhl5	four and a half LIM domains 5 [Source:RGD Symbol;Acc:1307056]
ENSRNOP00000047632	ENSRNOT00000047120	ENSRNOG00000049708	Wdr62	WD repeat domain 62 [Source:RGD Symbol;Acc:1306714]
ENSRNOP00000047637	ENSRNOT00000045314	ENSRNOG00000006695	Rbck1	RanBP-type and C3HC4-type zinc finger containing 1 [Source:RGD Symbol;Acc:708404]
ENSRNOP00000047638	ENSRNOT00000042227	ENSRNOG00000018830	Aff3	"AF4/FMR2 family, member 3 [Source:RGD Symbol;Acc:1308527]"
ENSRNOP00000047643	ENSRNOT00000040463	ENSRNOG00000033028	LOC499584	LRRGT00202 [Source:RGD Symbol;Acc:1560081]
ENSRNOP00000047645	ENSRNOT00000049303	ENSRNOG00000010388	Slc21a4	kidney specific organic anion transporter [Source:RGD Symbol;Acc:621387]
ENSRNOP00000047650	ENSRNOT00000040763	ENSRNOG00000037027	LOC691196	similar to arylacetamide deacetylase [Source:RGD Symbol;Acc:1587396]
ENSRNOP00000047651	ENSRNOT00000050834	ENSRNOG00000005608	Tead4	TEA domain family member 4 [Source:RGD Symbol;Acc:1585671]
ENSRNOP00000047656	ENSRNOT00000045810	ENSRNOG00000048675	Olr875	olfactory receptor 875 [Source:RGD Symbol;Acc:1333548]
ENSRNOP00000047657	ENSRNOT00000042796	ENSRNOG00000029263	Vom1r101	vomeronasal 1 receptor 101 [Source:RGD Symbol;Acc:708395]
ENSRNOP00000047661	ENSRNOT00000043470	ENSRNOG00000029508	Slpil2	antileukoproteinase-like 2 [Source:RGD Symbol;Acc:1303102]
ENSRNOP00000047671	ENSRNOT00000048744	ENSRNOG00000029078	Hmgn5b	high mobility group nucleosome binding domain 5B [Source:RGD Symbol;Acc:1308736]
ENSRNOP00000047674	ENSRNOT00000049914	ENSRNOG00000029501	Hoga1	4-hydroxy-2-oxoglutarate aldolase 1 [Source:RGD Symbol;Acc:1310475]
ENSRNOP00000047677	ENSRNOT00000041003	ENSRNOG00000034240	Bcor	BCL6 co-repressor [Source:RGD Symbol;Acc:1562735]
ENSRNOP00000047680	ENSRNOT00000044292	ENSRNOG00000030120	Ormdl2	ORMDL sphingolipid biosynthesis regulator 2 [Source:RGD Symbol;Acc:1305642]
ENSRNOP00000047683	ENSRNOT00000050010	ENSRNOG00000049826	UST4r	integral membrane transport protein UST4r [Source:RGD Symbol;Acc:620976]
ENSRNOP00000047689	ENSRNOT00000049984	ENSRNOG00000045817	Olr785	olfactory receptor 785 [Source:RGD Symbol;Acc:1332868]
ENSRNOP00000047690	ENSRNOT00000051645	ENSRNOG00000032517	Cntn6	contactin 6 [Source:RGD Symbol;Acc:62008]
ENSRNOP00000047694	ENSRNOT00000047831	ENSRNOG00000019667	Ppfibp2	"PTPRF interacting protein, binding protein 2 (liprin beta 2) [Source:RGD Symbol;Acc:1565383]"
